"","Record_id","Paper_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","Va","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Excluded_during_data_extraction","Changes_after_second_screening","Final_comments","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","missingSocial_h2","missingVP","missingVIGE","missingMean","missingVA","missingIdRecords"
"140","131","IGE0406",NA,"Drosophila serrata","arthropods","Forster stock, University of Queensland, AUS","captive","experimental","F","ad",NA,418,418,60,120,NA,NA,"2-Me-C28","metabolism & physiology","no",NA,"no",NA,NA,"no","yes",2,"0.092","0.182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2, Table 3","FS","Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated - sizes are 432 males, 418 females -how to pool?); info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC but it is not clearly worded; sex is both since DGE are estimated on females and IGEs on males","MM","MM: I dont understand your reporting of the pedigre stats. why only the first row has the 60 sires and 120 dams? and later, the same values than for the field? 2) for the sample size, I'd say we take the female one a sit is the DGE sex.  Then, we should also change sex to females, no?
","no","updated pedigree stats; sex assigned to F and sample size reported for F","Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated; info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC; DGE are estimated on females and IGEs on males so sex is assigned to F","non_transf",NA,"gaussian",NA,NA,"Drosophila serrata","Forster_AUS",21,"Revise",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"141","132","IGE0406",NA,"Drosophila serrata","arthropods","Forster stock, University of Queensland, AUS","captive","experimental","F","ad",NA,418,418,60,120,NA,NA,"Z,Z-5,9-C29:2","metabolism & physiology","no",NA,"no",NA,NA,"no","yes",2,"0.267","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2, Table 3","FS","Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated - sizes are 432 males, 418 females -how to pool?); info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC but it is not clearly worded; sex is both since DGE are estimated on females and IGEs on males","MM","MM: I dont understand your reporting of the pedigre stats. why only the first row has the 60 sires and 120 dams? and later, the same values than for the field? 2) for the sample size, I'd say we take the female one a sit is the DGE sex.  Then, we should also change sex to females, no?
","no","updated pedigree stats; sex assigned to F and sample size reported for F","Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated; info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC; DGE are estimated on females and IGEs on males so sex is assigned to F","non_transf",NA,"gaussian",NA,NA,"Drosophila serrata","Forster_AUS",21,"Revise",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"142","133","IGE0406",NA,"Drosophila serrata","arthropods","Forster stock, University of Queensland, AUS","captive","experimental","F","ad",NA,418,418,60,120,NA,NA,"2-Me-C30","metabolism & physiology","no",NA,"no",NA,NA,"no","yes",2,"0.132","0.044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2, Table 3","FS","Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated - sizes are 432 males, 418 females -how to pool?); info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC but it is not clearly worded; sex is both since DGE are estimated on females and IGEs on males","MM","MM: I dont understand your reporting of the pedigre stats. why only the first row has the 60 sires and 120 dams? and later, the same values than for the field? 2) for the sample size, I'd say we take the female one a sit is the DGE sex.  Then, we should also change sex to females, no?
","no","updated pedigree stats; sex assigned to F and sample size reported for F","Info on sample sizes is taken from ref. 27, p 2328 (paper with same data but no IGEs estimated; info on model is on supplementary information online; a lot of info is missing on the other components in the model; as IGE and DGE are estimated in a variation of the animal model (IGE estimated on males, DGEs estimated on females),  I have interpreted IGEs as the effect of female genotype on male CHC; DGE are estimated on females and IGEs on males so sex is assigned to F","non_transf",NA,"gaussian",NA,NA,"Drosophila serrata","Forster_AUS",21,"Revise",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"143","134","IGE0406",NA,"Drosophila serrata","arthropods","University of Queensland, AUS","wild","experimental","M","ad",NA,324,324,NA,NA,NA,NA,"Z,Z-5,9-C25:2","metabolism & physiology","no",NA,"no",NA,NA,"no","yes",2,NA,"0.042",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3","FS","a lot of info is missing on the other components in the model; this paper need thorough rechecking","MM","MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ","no",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Drosophila serrata","UniversityQueensland_AUS",21,"Revise",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"144","135","IGE0406",NA,"Drosophila serrata","arthropods","University of Queensland, AUS","wild","experimental","M","ad",NA,324,324,NA,NA,NA,NA,"Z-9-C25:1","metabolism & physiology","no",NA,"no",NA,NA,"no","yes",2,NA,"0.025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3","FS","a lot of info is missing on the other components in the model; this paper need thorough rechecking","MM","MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ","no",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Drosophila serrata","UniversityQueensland_AUS",21,"Revise",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"145","136","IGE0406",NA,"Drosophila serrata","arthropods","University of Queensland, AUS","wild","experimental","M","ad",NA,324,324,NA,NA,NA,NA,"Z-9-C26:1","metabolism & physiology","no",NA,"no",NA,NA,"no","yes",2,NA,"0.095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3","FS","a lot of info is missing on the other components in the model; this paper need thorough rechecking","MM","MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ","no",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Drosophila serrata","UniversityQueensland_AUS",21,"Revise",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"146","137","IGE0406",NA,"Drosophila serrata","arthropods","University of Queensland, AUS","wild","experimental","M","ad",NA,324,324,NA,NA,NA,NA,"2-Me-C26","metabolism & physiology","no",NA,"no",NA,NA,"no","yes",2,NA,"0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3","FS","a lot of info is missing on the other components in the model; this paper need thorough rechecking","MM","MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ","no",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Drosophila serrata","UniversityQueensland_AUS",21,"Revise",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"147","138","IGE0406",NA,"Drosophila serrata","arthropods","University of Queensland, AUS","wild","experimental","M","ad",NA,324,324,NA,NA,NA,NA,"Z,Z-5,9-C27:2","metabolism & physiology","no",NA,"no",NA,NA,"no","yes",2,NA,"0.028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3","FS","a lot of info is missing on the other components in the model; this paper need thorough rechecking","MM","MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ","no",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Drosophila serrata","UniversityQueensland_AUS",21,"Revise",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"148","139","IGE0406",NA,"Drosophila serrata","arthropods","University of Queensland, AUS","wild","experimental","M","ad",NA,324,324,NA,NA,NA,NA,"2-Me-C28","metabolism & physiology","no",NA,"no",NA,NA,"no","yes",2,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3","FS","a lot of info is missing on the other components in the model; this paper need thorough rechecking","MM","MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ","no",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Drosophila serrata","UniversityQueensland_AUS",21,"Revise",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"149","140","IGE0406",NA,"Drosophila serrata","arthropods","University of Queensland, AUS","wild","experimental","M","ad",NA,324,324,NA,NA,NA,NA,"Z,Z-5,9-C29:2","metabolism & physiology","no",NA,"no",NA,NA,"no","yes",2,NA,"0.048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3","FS","a lot of info is missing on the other components in the model; this paper need thorough rechecking","MM","MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ","no",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Drosophila serrata","UniversityQueensland_AUS",21,"Revise",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"150","141","IGE0406",NA,"Drosophila serrata","arthropods","University of Queensland, AUS","wild","experimental","M","ad",NA,324,324,NA,NA,NA,NA,"2-Me-C30","metabolism & physiology","no",NA,"no",NA,NA,"no","yes",2,NA,"0.027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Table 3","FS","a lot of info is missing on the other components in the model; this paper need thorough rechecking","MM","MM: I think here the pedigree stats are correct, with the 324 field males as ids, and the rest unknown. ","no",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Drosophila serrata","UniversityQueensland_AUS",21,"Revise",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"151","142","IGE0920",NA,"Sus scrofa","mammals","Institute for Pig Genetics, Beilen, The Netherlands","captive","experimental","both","ad",19674,14032,14032,397,580,NA,3,"growth rate","development","no",841,"no",NA,NA,"no","yes",8.5,"1522","51",NA,1371,236,NA,NA,NA,NA,NA,3221,7324,0.36,NA,0.2,NA,56,NA,5208,0.71,"Table 5 (Model 3)","FS","8.5 mean group size used in analyses; growth rate quant gen estimates are also reported for two treatments (restricted/ad libitum food) but I selected the model with all ids as per protocol; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)","MM","MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","no","changed mean group size, h2 set to NA","V other 1 is litter;
heritability is estimated from model with no social effects (Model 1) as 0.36
","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigGenetics_NL",66,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"152","143","IGE0920",NA,"Sus scrofa","mammals","Institute for Pig Genetics, Beilen, The Netherlands","captive","experimental","both","ad",19674,14032,14032,397,580,NA,3,"back fat thickness","morphology","no",16.9,"no",NA,NA,"no","yes",8.5,"2.75","0.009",NA,0.38,0.16,NA,NA,NA,NA,NA,4.36,7.79,0.36,NA,-0.02,NA,-0.003,NA,3.19,0.41,"Table 5 (Model 3)","FS","8.5 mean group size used in analyses; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)","MM","MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","no","changed mean group size, h2 set to NA","V other 1 is litter;
heritability is estimated from model with no social effects (Model 1) as 0.36
","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigGenetics_NL",66,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"153","144","IGE0920",NA,"Sus scrofa","mammals","Institute for Pig Genetics, Beilen, The Netherlands","captive","experimental","both","ad",19674,14032,14032,397,580,NA,3,"muscle depth","morphology","no",57.6,"no",NA,NA,"no","yes",8.5,"6.68","0.027",NA,0.66,0.85,NA,NA,NA,NA,NA,23.13,32.17,0.25,NA,0.33,NA,0.14,NA,10.35,0.32,"Table 5 (Model 3)","FS","8.5 mean group size used in analyses; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)","MM","MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","no","changed mean group size, h2 set to NA","V other 1 is litter;
heritability is estimated from model with no social effects (Model 1) as 0.25
","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigGenetics_NL",66,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"154","145","IGE0920",NA,"Sus scrofa","mammals","Institute for Pig Genetics, Beilen, The Netherlands","captive","experimental","both","ad",19674,4342,4342,397,580,NA,3,"feed intake","metabolism & physiology","no",2141,"no",NA,NA,"no","yes",8.5,"16950","596",NA,28909,2620,NA,NA,NA,NA,NA,37080,98535,0.41,NA,0.38,NA,1215,NA,68687,0.7,"Table 5 (Model 3)","FS","8.5 mean group size used in analyses; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)","MM","MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","no","changed mean group size, h2 set to NA","V other 1 is litter;
heritability is estimated from model with no social effects (Model 1) as 0.41
","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigGenetics_NL",66,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
