Paper_id,X,Record_id,Year,Species_name,Taxon,Population,Population_type,Study_type,Sex,Age,N_id_pedigree,N_records,N_id_w_records,N_sires,N_dams,N_families,Depth_of_ped,Trait_name,Trait_category,Mean_standardized,Trait_mean,Variance_standardized,Trait_sd,Treatment_group,Fixed_eff_of_partner_trait,Other_fixed_eff,Mean_group_size,Va,V_ige,Vpe_foc,Vpe_soc,V_other_1,V_other_2,V_other_3,V_other_4,V_other_5,V_other_6,V_residual,Total_v_phen,H2,Social_h2,R_a_ige,R_pe_pe_soc,Cov_a_ige,Cov_pe_pe_soc,V_tbv,T2,Data_location,Screener_id,Notes,Second_screener_id,Second_screener_notes,Changes_after_second_screening,Data_transf,Trait_mean_transf,Trait_error_distrib,Estimates_scale_nongauss,Vp_group_formula,Species_name.2,Population2,Group_id,Second_screener_original_decision,missingSocial_h2,missingVP,missingVIGE,missingMean,missingVA,missingIdRecords,Total_v_phen2,Trait_mean2,Reported_values_flag,Excluded_after_control,social_h2,Year_of_Publication
IGE0483,165,166,NA,Gryllus bimaculatus,arthropods,laboratory at the Ludwig Maximilians University of Munich,semicaptive,experimental,M,ad,1161,771,771,47,94,66,1,Aggression,behaviour,no,2.9269,no,NA,Young adult high-density,no,no,2,0.1,0.004,0.01,0,NA,NA,NA,NA,NA,NA,0.36,0.4705,NA,NA,NA,NA,-0.001,-0.001,0.11,NA,"Table S2 for va, Table S4 for totalVa",MM,"mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
",DF,"Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mea to 0.30? Mean group size is 2","changed age to ad and  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values",log,NA,gaussian,NA,no,Gryllus bimaculatus,Capalbio_IT,31,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.4705,2.9269,NA,NA,NA,2018
IGE0483,166,167,NA,Gryllus bimaculatus,arthropods,laboratory at the Ludwig Maximilians University of Munich,semicaptive,experimental,M,ad,1161,467,467,47,94,66,1,Aggression,behaviour,no,2.5545,no,NA,old adult high-density,no,no,2,0.2,0.001,0.13,0.02,NA,NA,NA,NA,NA,NA,0.49,0.8452,NA,NA,NA,NA,-0.002,0.05,0.2,NA,"Table S2 for va, Table S4 for totalVa",MM,"mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
",DF,"Change age to """"ad"""". ID in pedigree = 1161? Move values for #records to ID with records. Change to -0.14? Mean group size is 2","changed age to and #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean valuees",log,NA,gaussian,NA,no,Gryllus bimaculatus,Capalbio_IT,29,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.8452,2.5545,NA,NA,NA,2018
IGE0493,42,42,2012-2017,Tamiasciurus hudsonicus,mammals,"Yukon Territory, Canada",wild,observational,both,ad,NA,323,273,NA,NA,NA,NA,old cone hoard size,behaviour,no,6969.252,no,NA,NA,yes,yes,2,0.01,1.202,0.007,NA,2.078,0.000997,NA,NA,NA,NA,3.23,191371304,1.00E-04,NA,NA,NA,0.698,NA,NA,NA,Table S5,AST,"poisson model; mode is provided for the variance components; h2 calculated with the among-year variance excluded, see Methods; V other 1 = year id; fixed eff of partner trait = sex and lifespan of previous owner",FS,NA,NA,non_transf,NA,poisson_loglink,latent,NA,Tamiasciurus hudsonicus,Kluane_CAN,33,Accept,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,6969.252,YES,NA,NA,2019
IGE0493,43,43,2012-2017,Tamiasciurus hudsonicus,mammals,"Yukon Territory, Canada",wild,observational,both,ad,NA,323,273,NA,NA,NA,NA,new cone hoard size,behaviour,no,9937.322,no,NA,NA,yes,yes,2,0.013,0.006,0.007,NA,43.13,0.15,NA,NA,NA,NA,6.153,314210694,1.00E-04,NA,NA,NA,-0.005,NA,NA,NA,Table S5,AST,"poisson model; mode is provided for the variance components; h2 calculated with the among-year variance excluded, see Methods; V other 1 = year id; fixed eff of partner trait = sex and lifespan of previous owner",FS,NA,NA,non_transf,NA,poisson_loglink,latent,NA,Tamiasciurus hudsonicus,Kluane_CAN,33,Accept,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,9937.322,YES,NA,NA,2019
IGE0493,44,44,1992-2017,Tamiasciurus hudsonicus,mammals,"Yukon Territory, Canada",wild,observational,F,ad,NA,525,402,NA,NA,NA,NA,parturition date,reproduction,yes,NA,yes,NA,NA,yes,yes,2,0.044,1.00E-04,1.00E-04,NA,0.714,NA,NA,NA,NA,NA,0.199,NA,0.147,NA,NA,NA,1.00E-04,NA,NA,NA,Table S5,AST,"mode is provided for the variance components; h2 calculated with the among-year variance excluded, see Methods; V other 1 = year id; fixed eff of partner trait = sex and lifespan of previous owner; parturition date was standardized by subtracting the mean and dividing by the SD",FS,NA,NA,non_transf,NA,gaussian,NA,NA,Tamiasciurus hudsonicus,Kluane_CAN,33,Accept,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,0,YES,NA,NA,2019
IGE0493,45,45,1991-2009,Tamiasciurus hudsonicus,mammals,"Yukon Territory, Canada",wild,observational,both,ad,NA,393,393,NA,NA,NA,NA,lifetime reproductive success (LRS),reproduction,no,1.384,no,NA,NA,yes,yes,2,0.001,0.005,NA,NA,0.263,4.947,NA,NA,NA,NA,0.004,3.982,0.099,NA,NA,NA,-0.001,NA,NA,NA,Table S5,AST,"poisson model; mode is provided for the variance components; h2 calculated with the among-year variance excluded, see Methods; V other 1 = year id; fixed eff of partner trait = sex and lifespan of previous owner; for Year keep in mind that """"LRS of males and females (squirrels born from 1991 to 2009; although LRS of males was not available until 2003""""",FS,NA,NA,non_transf,NA,poisson_loglink,latent,NA,Tamiasciurus hudsonicus,Kluane_CAN,33,Accept,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,1.384,YES,NA,NA,2019
IGE0494,189,190,2008-2013,Sus scrofa,mammals,IRTA experimental facilities (Spain),captive,experimental,both,juv,5013,663,663,883,2914,NA,NA,average daily gain,development,no,837.9,no,96.42,NA,no,yes,12,0.38,0.004,NA,NA,0.04,NA,NA,NA,NA,NA,NA,0.75,NA,NA,-0.39,NA,-0.018,NA,0.43,0.54,"Table 3, model AM- IGE",MM,"v1= pen environmental variance
",AST,"change to Sus scrofa for consistency; consider calling the trait development for consistency throughout the dataset; I am not sure if 57 actually refers to # families; despite not knowing the exact mean group size, they say it ranged from 10 to 14, so we could consider using this information if the authors do not provide exact values after email contact; I cannot figure out why fixed eff of partner trait was set to yes","changed to Sus scrofa and development trait, group size  changed from NA to 10+14/2=12, social fixed effect changed to no, changed #family to NA",non_transf,NA,gaussian,NA,yes,Sus scrofa,Irta_ESP,34,Revise,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.75,837.9,NA,NA,NA,2019
IGE0501,2,2,2005-2008,Peromyscus maniculatus sonoriensis,mammals,"White Mountain Research Station, California, US",captive,experimental,both,ad,429,490,126,NA,NA,NA,3,approach rate,behaviour,no,0.4925,no,NA,NA,no,yes,2,0.016,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0775,NA,NA,-0.3,NA,NA,NA,0.015,0.19,Table 4 (model 3 & 2),FS,h2 estimated in a different model (without IGEs),FS,variable was transformed; h2 estimated in a different model (without IGEs) as 0.202,h2 set to NA as it was from model without IGEs,log,NA,gaussian,NA,NA,Peromyscus maniculatus sonoriensis,WhiteMountain_US,35,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.0775,0.4925,NA,NA,NA,2009
IGE0501,3,3,2005-2008,Peromyscus maniculatus sonoriensis,mammals,"White Mountain Research Station, California, US",captive,experimental,both,ad,429,490,126,NA,NA,NA,3,naso-anal contact rate,behaviour,no,0.182,no,NA,NA,no,yes,2,0.001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0471,NA,NA,NA,NA,NA,NA,0.001,0.034,Table 4 (model 3 & 2),FS,h2 estimated in a different model (without IGEs),FS,variable was transformed; h2 estimated in a different model (without IGEs) as 0.033,h2 set to NA as it was from model without IGEs,log,NA,gaussian,NA,NA,Peromyscus maniculatus sonoriensis,WhiteMountain_US,35,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.0471,0.182,NA,NA,NA,2009
IGE0501,4,4,2005-2008,Peromyscus maniculatus sonoriensis,mammals,"White Mountain Research Station, California, US",captive,experimental,both,ad,429,490,126,NA,NA,NA,3,mounting rate,behaviour,no,0.166,no,NA,NA,no,yes,2,0.007,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0793,NA,NA,-0.853,NA,NA,NA,0.002,0.025,Table 4 (model 3 & 2),FS,h2 estimated in a different model (without IGEs),FS,variable was transformed ; h2 estimated in a different model (without IGEs) as 0.036,h2 set to NA as it was from model without IGEs,log,NA,gaussian,NA,NA,Peromyscus maniculatus sonoriensis,WhiteMountain_US,35,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.0793,0.166,NA,NA,NA,2009
IGE0501,5,5,2005-2008,Peromyscus maniculatus sonoriensis,mammals,"White Mountain Research Station, California, US",captive,experimental,both,ad,429,490,126,NA,NA,NA,3,rearing rate,behaviour,no,0.2461,no,NA,NA,no,yes,2,0.018,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0707,NA,NA,0.789,NA,NA,NA,0.047,0.607,Table 4 (model 3 & 2),FS,h2 estimated in a different model (without IGEs),FS,variable was transformed; h2 estimated in a different model (without IGEs) as 0.098,h2 set to NA as it was from model without IGEs,log,NA,gaussian,NA,NA,Peromyscus maniculatus sonoriensis,WhiteMountain_US,35,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.0707,0.2461,NA,NA,NA,2009
IGE0501,6,6,2005-2008,Peromyscus maniculatus sonoriensis,mammals,"White Mountain Research Station, California, US",captive,experimental,both,ad,429,490,126,NA,NA,NA,3,reciprocal latency to fight,behaviour,no,-2.2224,no,NA,NA,no,yes,2,0.028,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1968,NA,NA,0.864,NA,NA,NA,0.119,0.556,Table 4 (model 3 & 2),FS,h2 estimated in a different model (without IGEs),FS,variable was transformed; h2 estimated in a different model (without IGEs) as 0.050,h2 set to NA as it was from model without IGEs,log,NA,gaussian,NA,NA,Peromyscus maniculatus sonoriensis,WhiteMountain_US,35,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.1968,-2.2224,NA,NA,NA,2009
IGE0502,115,116,2001-2011,Bos taurus (Aosta Chestnut and Aosta Black Pied breeds),mammals,"Aosta Region, Italy",captive,experimental,F,ad,17579,25590,8159,NA,NA,NA,NA,social dominance,behaviour,no,0.4365,no,NA,NA,yes,yes,2,0.276,0.224,0.196,0.127,NA,NA,NA,NA,NA,NA,NA,0.246,0.265,0.215,-0.976,NA,-0.243,-0.15,NA,0.014,Table 2 (model 4); Table 3 (model 4),FS,"trait mean could be 0.5 since it's dominance (0/1); fixed effect of social: difference in age between the focal individual and the
opponent expressed in categories; variance components estimated on a liability scale so they may need to be transformed? model with Bernoulli distribution with probability logit.
Correlation estimates: both tables 2 and 3 report what they call correlations between direct and indirect effect from the same model (m4), but values differ. Table 2 may be the covariance, but it is not clear. There is also some inconsitency int the footnotes calling Pe sometimes permanent environment and sometimes phenotypic. Needs to be checked by another reviewer. Also note that h2 is estimated on VP that also includes covariances (see Table 3 footnotes). ",DF,"Agree trait mean can be 0.5. group size is 2. i would use the variance components, there are a few papers that do this and AFAIK we are just sing them rather than worying about latent or liability scale or whatever. I think they report covariance in Table 2 (see symbol they use) and then correlations in the text. So cov A-IGE is -0.243, cov PE-PE (S) is -0.150, r A-IGE is -0.976. r PE-PE(S) is not reported I think as Fra notes the value in Table 3 includes the genetic cov. We can calc it from Table 2 though. ","added trait mean, group size, rA-IGE, covA-IGE, covPE-PE(S), social heritability",non_transf,NA,bernoulli_logit,liability,NA,Bos taurus,ValleAosta_IT,36,Revise,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.246,0.4365,YES,NA,NA,2013
IGE0505,9,9,2009-2011,Neovison vison,mammals,"Research Centre Foulum, Denmark",captive,experimental,both,both,2806,1985,1985,136,349,NA,5,neck bite marks,behaviour,no,2.21,no,2.11,NA,no,yes,4,0.26,0.18,NA,NA,1.4,3.07,NA,NA,NA,NA,NA,3.54,0.07,NA,0.55,NA,0.12,NA,1.65,0.47,Table 6,AST,"Trait mean and SD can be estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females. Data extraction discussed among all four reviewers
",FS,Trait mean and SD are estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females.,estimated mean and sd with marginal means formula,log,no,gaussian,NA,NA,Neovison vison,Foulum_DK,37,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.54,2.21,NA,NA,NA,2014
IGE0505,10,10,2009-2011,Neovison vison,mammals,"Research Centre Foulum, Denmark",captive,experimental,both,both,2806,1985,1985,136,349,NA,5,tail bite marks,behaviour,no,2.22,no,2.43,NA,no,yes,4,0.34,0.14,NA,NA,2.8,6.1,NA,NA,NA,NA,NA,5.31,0.06,NA,0.99,NA,0.21,NA,2.19,0.41,Table 6,AST,"Trait mean and SD can be estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females. Data extraction discussed among all four reviewers
",FS,Trait mean and SD are estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females.,estimated mean and sd with marginal means formula,log,no,gaussian,NA,NA,Neovison vison,Foulum_DK,37,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.31,2.22,NA,NA,NA,2014
IGE0505,11,11,2009-2011,Neovison vison,mammals,"Research Centre Foulum, Denmark",captive,experimental,both,both,2806,1985,1985,136,349,NA,5,body bite marks,behaviour,no,2.03,no,2.6,NA,no,yes,4,0.37,0.27,NA,NA,3.15,3.9,NA,NA,NA,NA,NA,4.95,0.07,NA,0.67,NA,0.27,NA,2.56,0.52,Table 6,AST,"Trait mean and SD can be estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females. Data extraction discussed among all four reviewers
",FS,Trait mean and SD are estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females.,estimated mean and sd with marginal means formula,log,no,gaussian,NA,NA,Neovison vison,Foulum_DK,37,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.95,2.03,NA,NA,NA,2014
IGE0507,190,191,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., the layer breeding division of Hendrix Genetics",captive,experimental,F,ad,7668,7668,7668,50,705,NA,NA,survival time,survival,no,NA,no,NA,W1 · WB,no,yes,NA,536,536,NA,NA,1984,NA,NA,NA,NA,NA,11732,15860,NA,NA,-0.37,NA,-197,NA,NA,0.26,Table 3,MM,"v1=cage variance
",FS,"some # of dams, sires, and tot individual is provided in text, see if that can be used?; I didn't find partner fixed effects in the methods",changed social fixed effect to no,non_transf,NA,gaussian,NA,NA,Gallus gallus,HendrixGenetics_NL,40,Revise,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15860,NA,NA,NA,NA,2012
IGE0507,191,192,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., the layer breeding division of Hendrix Genetics",captive,experimental,F,ad,7344,7344,7344,50,705,NA,NA,survival time,survival,no,NA,no,NA,WB · W1,no,yes,NA,997,767,NA,NA,2379,NA,NA,NA,NA,NA,15655,21332,NA,NA,-0.83,NA,-726,NA,NA,0.17,Table 3,MM,"v1=cage variance
",FS,"some # of dams, sires, and tot individual is provided in text, see if that can be used?; I didn't find partner fixed effects in the methods",changed social fixed effect to no,non_transf,NA,gaussian,NA,NA,Gallus gallus,HendrixGenetics_NL,41,Revise,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,21332,NA,NA,NA,NA,2012
IGE0507,192,193,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., the layer breeding division of Hendrix Genetics",captive,experimental,F,ad,6276,6276,6276,NA,NA,NA,NA,survival time,survival,no,NA,no,NA,pure bred W1,no,yes,NA,656,100,NA,NA,803,NA,NA,NA,NA,NA,7976,9735,NA,NA,0.2,NA,51,NA,NA,0.19,Table 4,MM,"v1=cage variance, data used already in Ellen et al 2008

",FS,"some # of dams, sires, and tot individual is provided in text, see if that can be used?; I didn't find partner fixed effects in the methods",changed social fixed effect to no,non_transf,NA,gaussian,NA,NA,Gallus gallus,HendrixGenetics_NL,38,Revise,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9735,NA,NA,NA,NA,2012
IGE0507,193,194,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., the layer breeding division of Hendrix Genetics",captive,experimental,F,ad,6916,6916,6916,NA,NA,NA,NA,survival time,survival,no,NA,no,NA,pure bred WB,no,yes,NA,1400,228,NA,NA,1200,NA,NA,NA,NA,NA,12686,15971,NA,NA,-0.28,NA,-161,NA,NA,0.16,Table 4,MM,"v1=cage variance, data used already in Ellen et al 2008

",FS,"some # of dams, sires, and tot individual is provided in text, see if that can be used?; I didn't find partner fixed effects in the methods",changed social fixed effect to no,non_transf,NA,gaussian,NA,NA,Gallus gallus,HendrixGenetics_NL,39,Revise,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15971,NA,NA,NA,NA,2012
IGE0509,8,8,1958-2004,Larus novaehollandiae scopulinus,birds,"Kaikoura Peninsula, New Zealand",wild,observational,F,ad,16518,11991,3628,3316,3540,NA,7,laying date,reproduction,no,306.2,no,NA,NA,yes,yes,2,0.86,34.26,31.51,7.017,50.41,NA,NA,NA,NA,NA,128.7,252.4,NA,NA,0.607,NA,NA,NA,NA,NA,Table 1; Text pg 940,AST,V other 1 = year. Data extraction discussed among all four reviewers,FS,NA,NA,non_transf,NA,gaussian,NA,yes,Chroicocephalus scopulinus,Kaikoura_NZ,42,Accept,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,252.4,306.2,NA,NA,NA,2010
